gene_short_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,score
CG2100,18.57171173171705,0.07565458838136599,0.3391671005718485,0.2946744822416959,0.7682425582726147,0.9019346929694726,0.1145016379271552
CG1236,19.81858136662617,0.21385901136290267,0.33013400573642415,0.8381255672727708,0.4019601849564316,0.6533382355344294,0.3958169626122179
Sym,6.2045197580215445,-0.06284744118068503,0.48907853186940475,-0.23095024805922,0.8173534534438651,0.9264993466175785,0.087590098075451
CG2091,20.657245028891086,0.2632095243400064,0.32768057918925486,1.0293722018531783,0.3033048065929683,0.5577132117617959,0.5181207071958902
jagn,33.94539217867449,-0.2002499232212242,0.33771128313954685,-0.7792012187945634,0.43586119227454634,0.6840764363713615,0.36065179749140186
CG2051,68.36144369485658,1.0284036129443193,0.23401309589474506,4.69287914003199,2.693866530749383e-06,4.5390343340927714e-05,5.569623925463433
CG1218,20.68769032254257,0.29020907945699526,0.3385394292223548,1.1122636092832334,0.2660248255319647,0.5160036407204409,0.5750778329612038
CG2046,45.38183074858693,0.08502288684963417,0.2531369822850876,0.3934047992983021,0.6940205255185709,0.8654374866444977,0.15862768518255782
CG10979,4.241691408668026,-0.02429861867997614,0.553844274721189,-0.0947268520972656,0.9245317889874534,0.9714090629863631,0.034078151519967244
Hpr1,10.059062584835734,0.05607173689573832,0.42347052366178944,0.20434260524185643,0.8380857781311354,0.9331315657376816,0.07671152902779844
CG2023,1.5513793085456649,-0.09441396794713038,0.666046523617486,-0.4463168833565723,0.6553683622953494,,0.1835145278791748
dgrn,13.951076624249527,0.5238325152188309,0.4279013105607713,1.7089792431604327,0.08745479443348507,0.2485105128764852,1.0582163767063972
CG1208,10.410031453262661,0.14323240608591195,0.9673818121772716,0.8800354019531776,0.3788401316248674,0.6322409226624888,0.4215440211681093
CG1213,41.42342544453283,-0.00505285568058555,0.7339101898897109,-0.03966879614347902,0.9683571791567966,0.9905904528796373,0.013964423347492835
CG2017,58.599554230062836,-0.07133752619199649,0.2810940366450467,-0.31293679282469017,0.7543286837958068,0.8955446689540922,0.12243937766468778
NPFR,52.957292365779224,9.924154798770124,2.6591023447735553,4.5988176828440634,4.248954132424426e-06,6.734301275637069e-05,5.371717957105941
Osi24,4.307931756734783,5.29794634737226,2.096517320357662,2.6449542590825343,0.008170196045805612,0.040483583832964,2.0877675223427286
CG18048,4.751217425069415,-0.1664392369665892,0.5467925358854159,-0.6112507623383228,0.5410335820799509,0.7655015671885752,0.26677577729754864
CG10286,23.066820903492687,-0.6301891067300228,0.3383672379382032,-2.2671617973672764,0.02338034361375228,0.09180223154223321,1.6311491104342333
CG1041,6.197216321897102,0.3691287079090108,0.5689455144765564,1.2109608975676511,0.22591039130003399,0.46758197269076807,0.6460637921851154
